Product_ID,Customer_ID,Time_ID,Payments_ID,Shipments_ID,Campaigns_ID
P1084,C2166,T3029,PM4040,SH5007,CP6003
P1056,C2072,T3081,PM4002,SH5034,CP6019
P1038,C2402,T3030,PM4021,SH5017,CP6003
P1087,C2399,T3332,PM4039,SH5040,CP6014
P1032,C2309,T3659,PM4019,SH5015,CP6000
P1058,C2408,T3176,PM4031,SH5020,CP6005
P1017,C2111,T3369,PM4047,SH5014,CP6013
P1055,C2273,T3546,PM4006,SH5004,CP6013
P1091,C2406,T3534,PM4006,SH5044,CP6009
P1056,C2372,T3105,PM4019,SH5006,CP6006
P1095,C2084,T3096,PM4024,SH5047,CP6011
P1075,C2138,T3229,PM4044,SH5006,CP6018
P1047,C2038,T3226,PM4034,SH5026,CP6008
P1041,C2104,T3370,PM4043,SH5024,CP6002
P1026,C2323,T3099,PM4023,SH5021,CP6003
P1073,C2280,T3444,PM4039,SH5047,CP6012
P1051,C2446,T3467,PM4012,SH5012,CP6009
P1041,C2479,T3054,PM4047,SH5016,CP6013
P1031,C2413,T3194,PM4038,SH5040,CP6005
P1025,C2428,T3519,PM4003,SH5043,CP6007
P1024,C2122,T3423,PM4011,SH5012,CP6018
P1074,C2217,T3314,PM4016,SH5025,CP6009
P1022,C2376,T3127,PM4000,SH5008,CP6004
P1097,C2060,T3031,PM4016,SH5004,CP6004
P1056,C2099,T3092,PM4001,SH5038,CP6004
P1051,C2306,T3518,PM4005,SH5032,CP6008
P1086,C2353,T3257,PM4043,SH5003,CP6008
P1092,C2392,T3219,PM4010,SH5027,CP6014
P1030,C2203,T3105,PM4042,SH5025,CP6008
P1063,C2257,T3547,PM4017,SH5003,CP6013
P1070,C2485,T3415,PM4039,SH5015,CP6005
P1032,C2004,T3556,PM4024,SH5036,CP6019
P1084,C2445,T3308,PM4038,SH5021,CP6007
P1001,C2196,T3365,PM4027,SH5035,CP6001
P1017,C2179,T3520,PM4045,SH5037,CP6004
P1046,C2341,T3458,PM4015,SH5034,CP6016
P1032,C2132,T3598,PM4011,SH5024,CP6009
P1097,C2442,T3369,PM4040,SH5007,CP6013
P1083,C2323,T3330,PM4028,SH5016,CP6017
P1034,C2252,T3688,PM4022,SH5017,CP6000
P1050,C2264,T3641,PM4020,SH5049,CP6001
P1017,C2092,T3706,PM4015,SH5011,CP6003
P1087,C2149,T3010,PM4047,SH5032,CP6012
P1071,C2410,T3506,PM4040,SH5022,CP6015
P1029,C2137,T3418,PM4044,SH5011,CP6004
P1043,C2207,T3121,PM4025,SH5010,CP6009
P1052,C2489,T3234,PM4036,SH5012,CP6016
P1009,C2124,T3330,PM4021,SH5034,CP6010
P1086,C2233,T3542,PM4009,SH5026,CP6004
P1051,C2060,T3347,PM4006,SH5024,CP6014
P1048,C2306,T3411,PM4008,SH5039,CP6003
P1010,C2265,T3223,PM4024,SH5002,CP6006
P1065,C2133,T3152,PM4045,SH5048,CP6009
P1057,C2317,T3211,PM4014,SH5024,CP6003
P1089,C2112,T3091,PM4012,SH5044,CP6019
P1035,C2388,T3330,PM4041,SH5009,CP6004
P1032,C2377,T3466,PM4045,SH5016,CP6004
P1046,C2453,T3640,PM4025,SH5002,CP6010
P1012,C2190,T3708,PM4020,SH5044,CP6018
P1039,C2378,T3553,PM4022,SH5021,CP6004
P1088,C2439,T3227,PM4043,SH5037,CP6007
P1067,C2186,T3193,PM4027,SH5013,CP6006
P1041,C2318,T3529,PM4037,SH5026,CP6007
P1018,C2366,T3242,PM4011,SH5041,CP6012
P1081,C2088,T3388,PM4023,SH5019,CP6004
P1093,C2186,T3275,PM4012,SH5047,CP6017
P1018,C2306,T3449,PM4039,SH5017,CP6008
P1057,C2433,T3638,PM4047,SH5012,CP6001
P1022,C2131,T3586,PM4001,SH5041,CP6015
P1053,C2359,T3573,PM4038,SH5005,CP6013
P1079,C2122,T3477,PM4011,SH5009,CP6016
P1064,C2047,T3479,PM4038,SH5036,CP6005
P1011,C2287,T3287,PM4013,SH5028,CP6002
P1023,C2375,T3697,PM4029,SH5005,CP6016
P1033,C2178,T3689,PM4040,SH5038,CP6012
P1052,C2179,T3677,PM4049,SH5010,CP6005
P1007,C2098,T3694,PM4042,SH5047,CP6007
P1017,C2329,T3539,PM4047,SH5024,CP6005
P1056,C2033,T3329,PM4018,SH5043,CP6015
P1004,C2419,T3469,PM4030,SH5043,CP6005
P1025,C2069,T3533,PM4042,SH5029,CP6016
P1029,C2170,T3466,PM4049,SH5019,CP6002
P1053,C2365,T3419,PM4042,SH5036,CP6011
P1012,C2271,T3607,PM4024,SH5015,CP6005
P1082,C2058,T3121,PM4003,SH5030,CP6006
P1028,C2180,T3307,PM4049,SH5028,CP6010
P1002,C2018,T3333,PM4012,SH5005,CP6008
P1089,C2225,T3419,PM4035,SH5028,CP6015
P1057,C2472,T3325,PM4041,SH5031,CP6004
P1075,C2094,T3648,PM4036,SH5008,CP6014
P1001,C2368,T3572,PM4002,SH5036,CP6003
P1074,C2296,T3249,PM4015,SH5022,CP6004
P1027,C2080,T3094,PM4025,SH5015,CP6006
P1081,C2174,T3295,PM4039,SH5017,CP6002
P1076,C2221,T3183,PM4038,SH5018,CP6003
P1085,C2102,T3259,PM4018,SH5043,CP6014
P1075,C2053,T3666,PM4045,SH5001,CP6001
P1001,C2182,T3185,PM4014,SH5009,CP6004
P1006,C2350,T3408,PM4031,SH5011,CP6006
P1025,C2402,T3068,PM4048,SH5045,CP6016
P1089,C2317,T3626,PM4020,SH5017,CP6007
P1087,C2354,T3007,PM4000,SH5018,CP6008
P1075,C2348,T3264,PM4005,SH5037,CP6009
P1015,C2442,T3483,PM4026,SH5036,CP6010
P1022,C2320,T3616,PM4022,SH5026,CP6000
P1039,C2067,T3370,PM4046,SH5047,CP6014
P1059,C2027,T3676,PM4030,SH5013,CP6007
P1072,C2273,T3082,PM4011,SH5044,CP6018
P1031,C2281,T3645,PM4020,SH5033,CP6011
P1014,C2359,T3210,PM4001,SH5001,CP6005
P1012,C2402,T3312,PM4004,SH5043,CP6009
P1004,C2310,T3603,PM4008,SH5032,CP6004
P1074,C2118,T3336,PM4019,SH5018,CP6006
P1073,C2379,T3489,PM4045,SH5026,CP6006
P1051,C2440,T3402,PM4017,SH5047,CP6008
P1076,C2133,T3638,PM4021,SH5029,CP6014
P1040,C2128,T3190,PM4007,SH5006,CP6005
P1052,C2007,T3670,PM4033,SH5026,CP6015
P1049,C2480,T3334,PM4008,SH5020,CP6006
P1014,C2050,T3521,PM4006,SH5006,CP6014
P1006,C2490,T3618,PM4029,SH5047,CP6001
P1039,C2340,T3086,PM4017,SH5024,CP6007
P1027,C2471,T3578,PM4026,SH5037,CP6011
P1031,C2280,T3061,PM4015,SH5017,CP6010
P1098,C2174,T3386,PM4020,SH5032,CP6005
P1014,C2182,T3145,PM4004,SH5032,CP6019
P1099,C2191,T3152,PM4028,SH5031,CP6012
P1084,C2248,T3618,PM4046,SH5024,CP6015
P1069,C2234,T3659,PM4036,SH5013,CP6007
P1064,C2082,T3697,PM4042,SH5037,CP6016
P1003,C2092,T3348,PM4021,SH5037,CP6012
P1010,C2372,T3177,PM4013,SH5003,CP6003
P1025,C2393,T3486,PM4018,SH5043,CP6019
P1060,C2311,T3660,PM4034,SH5017,CP6009
P1036,C2267,T3246,PM4023,SH5009,CP6019
P1022,C2416,T3253,PM4041,SH5034,CP6015
P1092,C2119,T3499,PM4005,SH5034,CP6016
P1084,C2070,T3540,PM4002,SH5039,CP6007
P1090,C2016,T3351,PM4033,SH5022,CP6010
P1039,C2252,T3511,PM4044,SH5024,CP6004
P1076,C2444,T3012,PM4049,SH5000,CP6015
P1022,C2121,T3558,PM4001,SH5017,CP6007
P1015,C2379,T3150,PM4014,SH5014,CP6015
P1093,C2009,T3049,PM4036,SH5024,CP6003
P1060,C2286,T3214,PM4014,SH5031,CP6005
P1067,C2315,T3643,PM4031,SH5019,CP6007
P1079,C2325,T3371,PM4020,SH5016,CP6008
P1030,C2272,T3112,PM4016,SH5010,CP6012
P1052,C2305,T3251,PM4033,SH5012,CP6016
P1024,C2292,T3340,PM4031,SH5024,CP6008
P1043,C2209,T3052,PM4049,SH5019,CP6012
P1011,C2445,T3129,PM4046,SH5024,CP6008
P1089,C2217,T3192,PM4022,SH5041,CP6005
P1096,C2240,T3590,PM4034,SH5044,CP6009
P1091,C2373,T3056,PM4036,SH5048,CP6004
P1008,C2463,T3096,PM4042,SH5030,CP6006
P1011,C2199,T3197,PM4040,SH5000,CP6010
P1068,C2215,T3646,PM4036,SH5015,CP6008
P1053,C2204,T3146,PM4032,SH5047,CP6009
P1053,C2412,T3683,PM4024,SH5027,CP6010
P1027,C2415,T3574,PM4045,SH5020,CP6002
P1055,C2215,T3576,PM4036,SH5029,CP6007
P1098,C2079,T3294,PM4039,SH5002,CP6016
P1068,C2266,T3722,PM4020,SH5033,CP6006
P1097,C2479,T3620,PM4045,SH5005,CP6011
P1097,C2389,T3683,PM4047,SH5042,CP6015
P1076,C2378,T3011,PM4037,SH5028,CP6014
P1057,C2034,T3332,PM4039,SH5002,CP6012
P1077,C2288,T3219,PM4033,SH5032,CP6017
P1074,C2017,T3397,PM4018,SH5010,CP6017
P1041,C2164,T3341,PM4026,SH5044,CP6004
P1037,C2012,T3511,PM4008,SH5004,CP6013
P1067,C2201,T3171,PM4004,SH5049,CP6010
P1052,C2228,T3467,PM4004,SH5031,CP6002
P1032,C2345,T3165,PM4024,SH5046,CP6016
P1070,C2365,T3698,PM4025,SH5017,CP6011
P1055,C2464,T3169,PM4018,SH5046,CP6002
P1071,C2447,T3563,PM4029,SH5019,CP6001
P1050,C2000,T3511,PM4035,SH5038,CP6003
P1073,C2318,T3188,PM4047,SH5048,CP6017
P1042,C2216,T3119,PM4047,SH5039,CP6019
P1014,C2033,T3104,PM4015,SH5027,CP6013
P1037,C2358,T3673,PM4006,SH5012,CP6007
P1014,C2265,T3040,PM4017,SH5025,CP6001
P1004,C2127,T3676,PM4020,SH5015,CP6018
P1092,C2211,T3320,PM4030,SH5024,CP6009
P1082,C2262,T3334,PM4000,SH5009,CP6004
P1053,C2311,T3159,PM4002,SH5028,CP6010
P1050,C2079,T3263,PM4030,SH5045,CP6008
P1009,C2164,T3529,PM4024,SH5037,CP6015
P1011,C2412,T3684,PM4007,SH5019,CP6004
P1003,C2251,T3476,PM4000,SH5025,CP6014
P1094,C2011,T3351,PM4006,SH5031,CP6013
P1017,C2400,T3544,PM4006,SH5038,CP6008
P1079,C2303,T3209,PM4007,SH5037,CP6019
P1035,C2211,T3495,PM4018,SH5048,CP6004
P1024,C2281,T3381,PM4016,SH5023,CP6014
P1086,C2111,T3675,PM4010,SH5030,CP6008
P1075,C2210,T3480,PM4046,SH5039,CP6003
P1097,C2377,T3004,PM4040,SH5011,CP6003
P1035,C2238,T3033,PM4048,SH5035,CP6019
P1066,C2267,T3144,PM4010,SH5009,CP6006
P1008,C2404,T3350,PM4037,SH5005,CP6014
P1060,C2297,T3582,PM4040,SH5006,CP6016
P1052,C2316,T3464,PM4049,SH5030,CP6017
P1017,C2057,T3347,PM4001,SH5026,CP6006
P1042,C2437,T3124,PM4003,SH5007,CP6018
P1034,C2033,T3270,PM4049,SH5002,CP6009
P1062,C2262,T3356,PM4027,SH5039,CP6012
P1097,C2364,T3526,PM4032,SH5046,CP6001
P1077,C2034,T3497,PM4010,SH5020,CP6019
P1003,C2270,T3152,PM4002,SH5000,CP6010
P1092,C2448,T3052,PM4039,SH5044,CP6004
P1040,C2473,T3148,PM4004,SH5049,CP6005
P1044,C2226,T3502,PM4020,SH5014,CP6002
P1049,C2024,T3449,PM4021,SH5006,CP6000
P1078,C2233,T3218,PM4036,SH5014,CP6002
P1027,C2058,T3624,PM4010,SH5024,CP6002
P1041,C2250,T3276,PM4043,SH5002,CP6003
P1079,C2334,T3451,PM4021,SH5029,CP6006
P1075,C2085,T3427,PM4040,SH5013,CP6014
P1068,C2250,T3082,PM4012,SH5003,CP6010
P1097,C2389,T3217,PM4002,SH5035,CP6017
P1000,C2179,T3526,PM4012,SH5002,CP6011
P1038,C2206,T3403,PM4027,SH5004,CP6003
P1095,C2343,T3289,PM4010,SH5024,CP6010
P1089,C2148,T3419,PM4010,SH5030,CP6005
P1016,C2070,T3338,PM4020,SH5010,CP6018
P1090,C2120,T3710,PM4020,SH5007,CP6017
P1087,C2252,T3669,PM4006,SH5025,CP6014
P1034,C2092,T3418,PM4016,SH5001,CP6002
P1045,C2255,T3206,PM4047,SH5027,CP6016
P1041,C2253,T3685,PM4013,SH5047,CP6000
P1038,C2351,T3695,PM4032,SH5009,CP6001
P1089,C2287,T3264,PM4010,SH5049,CP6018
P1048,C2308,T3035,PM4012,SH5038,CP6008
P1061,C2058,T3372,PM4000,SH5036,CP6007
P1037,C2068,T3487,PM4033,SH5038,CP6011
P1022,C2445,T3258,PM4008,SH5020,CP6014
P1021,C2387,T3530,PM4012,SH5027,CP6006
P1003,C2085,T3022,PM4036,SH5037,CP6015
P1048,C2273,T3103,PM4029,SH5032,CP6006
P1058,C2226,T3240,PM4040,SH5010,CP6019
P1072,C2080,T3715,PM4044,SH5044,CP6011
P1067,C2497,T3252,PM4036,SH5043,CP6016
P1070,C2113,T3141,PM4046,SH5000,CP6010
P1086,C2183,T3654,PM4006,SH5046,CP6003
P1001,C2279,T3450,PM4013,SH5032,CP6018
P1048,C2321,T3306,PM4047,SH5002,CP6001
P1087,C2396,T3499,PM4005,SH5025,CP6001
P1094,C2317,T3621,PM4033,SH5014,CP6016
P1030,C2053,T3007,PM4015,SH5040,CP6008
P1039,C2398,T3068,PM4036,SH5013,CP6000
P1047,C2196,T3701,PM4035,SH5022,CP6009
P1050,C2386,T3690,PM4045,SH5007,CP6014
P1042,C2292,T3574,PM4005,SH5035,CP6014
P1097,C2292,T3067,PM4007,SH5019,CP6001
P1054,C2484,T3717,PM4023,SH5005,CP6013
P1087,C2386,T3407,PM4002,SH5032,CP6003
P1048,C2446,T3517,PM4003,SH5027,CP6017
P1089,C2290,T3118,PM4031,SH5049,CP6008
P1079,C2179,T3030,PM4000,SH5037,CP6001
P1056,C2470,T3517,PM4033,SH5029,CP6001
P1076,C2379,T3482,PM4044,SH5045,CP6017
P1014,C2411,T3206,PM4008,SH5042,CP6016
P1026,C2221,T3668,PM4011,SH5016,CP6008
P1067,C2273,T3578,PM4009,SH5008,CP6007
P1079,C2377,T3386,PM4009,SH5027,CP6001
P1063,C2243,T3411,PM4049,SH5006,CP6001
P1093,C2419,T3369,PM4043,SH5045,CP6004
P1029,C2416,T3352,PM4047,SH5027,CP6011
P1035,C2447,T3335,PM4022,SH5016,CP6015
P1066,C2153,T3288,PM4005,SH5039,CP6013
P1085,C2303,T3139,PM4023,SH5047,CP6019
P1085,C2423,T3299,PM4023,SH5043,CP6001
P1048,C2272,T3012,PM4020,SH5043,CP6007
P1075,C2423,T3663,PM4041,SH5004,CP6003
P1054,C2134,T3427,PM4030,SH5004,CP6019
P1084,C2312,T3399,PM4046,SH5013,CP6008
P1055,C2007,T3108,PM4040,SH5005,CP6019
P1067,C2127,T3484,PM4029,SH5006,CP6018
P1094,C2372,T3355,PM4033,SH5016,CP6001
P1043,C2055,T3148,PM4017,SH5008,CP6015
P1030,C2125,T3715,PM4011,SH5030,CP6010
P1057,C2158,T3306,PM4034,SH5021,CP6007
P1086,C2058,T3532,PM4006,SH5044,CP6011
P1052,C2057,T3059,PM4040,SH5008,CP6002
P1083,C2139,T3434,PM4039,SH5015,CP6012
P1078,C2175,T3020,PM4024,SH5035,CP6001
P1022,C2414,T3381,PM4005,SH5033,CP6012
P1027,C2107,T3244,PM4000,SH5044,CP6007
P1015,C2210,T3072,PM4045,SH5012,CP6014
P1036,C2446,T3448,PM4015,SH5018,CP6008
P1020,C2073,T3075,PM4047,SH5011,CP6010
P1078,C2166,T3697,PM4003,SH5035,CP6002
P1016,C2459,T3589,PM4028,SH5009,CP6006
P1036,C2403,T3389,PM4037,SH5015,CP6013
P1076,C2356,T3576,PM4046,SH5027,CP6014
P1018,C2303,T3341,PM4027,SH5018,CP6008
P1029,C2232,T3289,PM4021,SH5039,CP6019
P1044,C2326,T3567,PM4007,SH5005,CP6010
P1017,C2371,T3330,PM4031,SH5003,CP6006
P1077,C2181,T3258,PM4032,SH5029,CP6011
P1061,C2121,T3425,PM4012,SH5038,CP6018
P1035,C2333,T3701,PM4026,SH5030,CP6017
P1099,C2202,T3005,PM4017,SH5045,CP6012
P1083,C2454,T3005,PM4017,SH5026,CP6010
P1051,C2028,T3190,PM4012,SH5044,CP6000
P1018,C2201,T3147,PM4021,SH5020,CP6005
P1043,C2092,T3404,PM4013,SH5036,CP6001
P1006,C2328,T3257,PM4010,SH5008,CP6012
P1043,C2355,T3729,PM4038,SH5034,CP6012
P1067,C2175,T3478,PM4049,SH5041,CP6018
P1033,C2329,T3089,PM4021,SH5046,CP6008
P1065,C2210,T3009,PM4035,SH5020,CP6018
P1068,C2183,T3086,PM4016,SH5016,CP6000
P1054,C2094,T3150,PM4031,SH5023,CP6007
P1009,C2272,T3624,PM4013,SH5030,CP6013
P1095,C2136,T3029,PM4041,SH5005,CP6015
P1041,C2236,T3127,PM4028,SH5034,CP6003
P1040,C2352,T3077,PM4005,SH5049,CP6017
P1076,C2417,T3420,PM4049,SH5036,CP6013
P1068,C2428,T3054,PM4003,SH5012,CP6008
P1009,C2471,T3479,PM4010,SH5024,CP6014
P1009,C2264,T3304,PM4044,SH5031,CP6002
P1090,C2134,T3545,PM4039,SH5000,CP6003
P1059,C2143,T3104,PM4009,SH5048,CP6017
P1050,C2018,T3171,PM4027,SH5034,CP6013
P1020,C2230,T3498,PM4010,SH5018,CP6014
P1007,C2133,T3021,PM4034,SH5011,CP6007
P1064,C2113,T3286,PM4014,SH5039,CP6009
P1091,C2498,T3390,PM4007,SH5039,CP6011
P1077,C2138,T3616,PM4019,SH5046,CP6008
P1084,C2124,T3148,PM4049,SH5042,CP6007
P1029,C2203,T3271,PM4020,SH5019,CP6016
P1084,C2060,T3298,PM4000,SH5032,CP6008
P1048,C2249,T3171,PM4028,SH5028,CP6012
P1008,C2297,T3046,PM4023,SH5015,CP6013
P1016,C2012,T3625,PM4029,SH5013,CP6004
P1068,C2395,T3206,PM4039,SH5006,CP6008
P1057,C2254,T3452,PM4034,SH5005,CP6015
P1056,C2084,T3394,PM4032,SH5020,CP6018
P1061,C2457,T3300,PM4019,SH5035,CP6006
P1094,C2019,T3707,PM4015,SH5021,CP6011
P1051,C2049,T3675,PM4008,SH5039,CP6001
P1060,C2163,T3175,PM4030,SH5018,CP6017
P1039,C2091,T3109,PM4016,SH5024,CP6017
P1037,C2087,T3683,PM4030,SH5002,CP6015
P1042,C2068,T3201,PM4047,SH5035,CP6010
P1062,C2036,T3167,PM4022,SH5044,CP6001
P1018,C2252,T3613,PM4005,SH5033,CP6013
P1099,C2251,T3085,PM4029,SH5010,CP6003
P1049,C2139,T3653,PM4006,SH5047,CP6006
P1032,C2354,T3724,PM4047,SH5041,CP6001
P1012,C2380,T3050,PM4039,SH5046,CP6013
P1077,C2167,T3111,PM4041,SH5026,CP6006
P1096,C2053,T3462,PM4045,SH5041,CP6008
P1061,C2385,T3441,PM4010,SH5001,CP6007
P1092,C2177,T3270,PM4033,SH5005,CP6008
P1042,C2296,T3576,PM4011,SH5045,CP6006
P1048,C2300,T3343,PM4044,SH5001,CP6018
P1035,C2358,T3182,PM4046,SH5041,CP6016
P1009,C2105,T3502,PM4026,SH5016,CP6012
P1094,C2136,T3009,PM4011,SH5039,CP6010
P1005,C2189,T3493,PM4012,SH5047,CP6017
P1056,C2127,T3233,PM4007,SH5013,CP6016
P1000,C2341,T3297,PM4015,SH5009,CP6015
P1070,C2046,T3243,PM4028,SH5044,CP6009
P1057,C2004,T3508,PM4034,SH5032,CP6003
P1090,C2459,T3350,PM4028,SH5041,CP6003
P1020,C2256,T3266,PM4030,SH5011,CP6010
P1091,C2299,T3629,PM4012,SH5031,CP6007
P1079,C2149,T3655,PM4011,SH5048,CP6008
P1055,C2293,T3200,PM4001,SH5023,CP6015
P1086,C2242,T3238,PM4032,SH5013,CP6009
P1019,C2274,T3333,PM4007,SH5004,CP6008
P1053,C2207,T3414,PM4040,SH5004,CP6002
P1024,C2414,T3483,PM4039,SH5046,CP6001
P1027,C2114,T3436,PM4048,SH5031,CP6008
P1004,C2194,T3245,PM4040,SH5044,CP6012
P1020,C2342,T3007,PM4031,SH5048,CP6005
P1017,C2169,T3151,PM4037,SH5032,CP6003
P1046,C2378,T3391,PM4027,SH5045,CP6013
P1069,C2081,T3210,PM4014,SH5003,CP6010
P1056,C2153,T3366,PM4022,SH5029,CP6001
P1092,C2140,T3669,PM4023,SH5040,CP6002
P1018,C2313,T3569,PM4012,SH5016,CP6004
P1096,C2145,T3085,PM4020,SH5002,CP6006
P1064,C2322,T3054,PM4011,SH5012,CP6010
P1002,C2121,T3712,PM4012,SH5043,CP6011
P1041,C2251,T3633,PM4038,SH5047,CP6010
P1020,C2342,T3445,PM4022,SH5035,CP6018
P1098,C2386,T3619,PM4049,SH5017,CP6012
P1039,C2310,T3303,PM4045,SH5022,CP6003
P1066,C2088,T3131,PM4042,SH5034,CP6013
P1024,C2474,T3420,PM4027,SH5048,CP6011
P1054,C2057,T3384,PM4013,SH5032,CP6001
P1083,C2491,T3197,PM4016,SH5035,CP6007
P1051,C2062,T3046,PM4023,SH5016,CP6018
P1043,C2346,T3202,PM4033,SH5038,CP6012
P1097,C2307,T3260,PM4047,SH5033,CP6000
P1084,C2486,T3689,PM4021,SH5011,CP6004
P1055,C2472,T3023,PM4009,SH5004,CP6010
P1054,C2381,T3686,PM4007,SH5047,CP6010
P1086,C2279,T3339,PM4020,SH5039,CP6012
P1069,C2071,T3411,PM4036,SH5026,CP6001
P1076,C2008,T3260,PM4006,SH5039,CP6018
P1086,C2365,T3285,PM4025,SH5012,CP6015
P1072,C2420,T3512,PM4012,SH5025,CP6004
P1080,C2093,T3085,PM4015,SH5013,CP6013
P1065,C2372,T3429,PM4029,SH5031,CP6018
P1018,C2338,T3580,PM4030,SH5010,CP6004
P1082,C2436,T3030,PM4004,SH5037,CP6008
P1006,C2335,T3709,PM4031,SH5015,CP6011
P1062,C2151,T3602,PM4015,SH5021,CP6015
P1041,C2491,T3439,PM4046,SH5046,CP6018
P1041,C2404,T3348,PM4008,SH5015,CP6014
P1058,C2355,T3411,PM4021,SH5012,CP6016
P1019,C2039,T3527,PM4043,SH5011,CP6014
P1072,C2358,T3309,PM4039,SH5017,CP6002
P1016,C2494,T3395,PM4044,SH5028,CP6016
P1026,C2061,T3337,PM4036,SH5017,CP6012
P1046,C2253,T3673,PM4013,SH5045,CP6008
P1001,C2453,T3436,PM4015,SH5001,CP6012
P1062,C2068,T3703,PM4042,SH5001,CP6015
P1061,C2397,T3662,PM4019,SH5002,CP6018
P1099,C2244,T3364,PM4043,SH5028,CP6013
P1018,C2364,T3112,PM4014,SH5007,CP6007
P1016,C2169,T3175,PM4043,SH5010,CP6018
P1068,C2177,T3148,PM4025,SH5011,CP6002
P1038,C2188,T3177,PM4008,SH5031,CP6017
P1081,C2259,T3381,PM4000,SH5003,CP6015
P1070,C2071,T3222,PM4034,SH5008,CP6013
P1080,C2471,T3258,PM4043,SH5023,CP6015
P1038,C2458,T3188,PM4019,SH5048,CP6016
P1035,C2016,T3305,PM4044,SH5015,CP6019
P1039,C2369,T3377,PM4005,SH5016,CP6010
P1044,C2340,T3601,PM4041,SH5046,CP6012
P1003,C2056,T3342,PM4009,SH5021,CP6010
P1024,C2217,T3155,PM4047,SH5006,CP6003
P1068,C2106,T3711,PM4032,SH5009,CP6013
P1029,C2303,T3054,PM4015,SH5028,CP6004
P1075,C2427,T3441,PM4035,SH5035,CP6003
P1067,C2172,T3684,PM4005,SH5023,CP6000
P1087,C2218,T3199,PM4018,SH5045,CP6013
P1028,C2463,T3402,PM4030,SH5013,CP6006
P1072,C2246,T3613,PM4001,SH5013,CP6009
P1067,C2217,T3662,PM4017,SH5024,CP6001
P1050,C2372,T3622,PM4041,SH5045,CP6009
P1023,C2416,T3602,PM4027,SH5021,CP6002
P1013,C2030,T3176,PM4003,SH5049,CP6007
P1068,C2367,T3448,PM4000,SH5046,CP6009
P1017,C2046,T3540,PM4046,SH5022,CP6007
P1041,C2133,T3300,PM4041,SH5031,CP6013
P1056,C2107,T3706,PM4049,SH5025,CP6017
P1082,C2071,T3306,PM4015,SH5026,CP6008
P1011,C2326,T3266,PM4044,SH5044,CP6008
P1081,C2417,T3213,PM4046,SH5011,CP6003
P1016,C2107,T3593,PM4001,SH5018,CP6002
P1029,C2308,T3639,PM4035,SH5018,CP6013
P1087,C2397,T3482,PM4000,SH5033,CP6013
P1074,C2271,T3261,PM4038,SH5031,CP6015
P1098,C2170,T3066,PM4022,SH5028,CP6004
P1022,C2115,T3573,PM4025,SH5020,CP6019
P1080,C2328,T3132,PM4010,SH5034,CP6014
P1000,C2073,T3648,PM4041,SH5041,CP6008
P1078,C2255,T3539,PM4000,SH5004,CP6006
P1031,C2080,T3511,PM4010,SH5011,CP6012
P1008,C2267,T3210,PM4023,SH5006,CP6007
P1014,C2127,T3716,PM4009,SH5040,CP6011
P1027,C2325,T3252,PM4013,SH5001,CP6003
P1023,C2402,T3037,PM4013,SH5024,CP6015
P1059,C2234,T3042,PM4006,SH5009,CP6005
P1034,C2040,T3628,PM4022,SH5037,CP6004
P1085,C2180,T3404,PM4042,SH5043,CP6000
P1026,C2156,T3701,PM4021,SH5005,CP6013
P1082,C2453,T3045,PM4035,SH5026,CP6008
P1075,C2058,T3453,PM4026,SH5034,CP6017
P1019,C2344,T3677,PM4001,SH5009,CP6005
P1064,C2248,T3304,PM4038,SH5008,CP6014
P1084,C2191,T3714,PM4045,SH5019,CP6015
P1048,C2023,T3232,PM4018,SH5036,CP6007
P1000,C2472,T3244,PM4006,SH5034,CP6018
P1009,C2399,T3720,PM4011,SH5036,CP6004
P1046,C2435,T3294,PM4002,SH5039,CP6013
P1058,C2079,T3382,PM4046,SH5007,CP6006
P1095,C2133,T3157,PM4004,SH5045,CP6003
P1061,C2420,T3404,PM4007,SH5030,CP6000
P1085,C2212,T3000,PM4013,SH5048,CP6003
P1017,C2387,T3216,PM4035,SH5042,CP6013
P1045,C2481,T3506,PM4006,SH5015,CP6015
P1031,C2347,T3580,PM4006,SH5027,CP6006
P1026,C2165,T3029,PM4049,SH5005,CP6009
P1091,C2424,T3626,PM4045,SH5031,CP6009
P1017,C2347,T3519,PM4031,SH5027,CP6003
P1038,C2336,T3274,PM4007,SH5010,CP6011
P1048,C2397,T3491,PM4011,SH5041,CP6005
P1092,C2070,T3035,PM4009,SH5022,CP6012
P1081,C2213,T3310,PM4013,SH5029,CP6000
P1043,C2434,T3043,PM4008,SH5008,CP6007
P1071,C2064,T3154,PM4037,SH5027,CP6015
P1053,C2220,T3076,PM4029,SH5023,CP6004
P1094,C2307,T3589,PM4004,SH5027,CP6006
P1033,C2478,T3612,PM4000,SH5023,CP6002
P1070,C2285,T3437,PM4000,SH5014,CP6001
P1035,C2184,T3431,PM4019,SH5038,CP6001
P1017,C2206,T3541,PM4048,SH5049,CP6019
P1037,C2465,T3038,PM4010,SH5032,CP6009
P1058,C2098,T3238,PM4025,SH5046,CP6019
P1008,C2241,T3012,PM4043,SH5033,CP6008
P1072,C2157,T3121,PM4002,SH5021,CP6017
P1071,C2097,T3143,PM4005,SH5028,CP6005
P1050,C2041,T3683,PM4042,SH5033,CP6019
P1034,C2138,T3454,PM4044,SH5041,CP6005
P1081,C2282,T3367,PM4010,SH5046,CP6009
P1004,C2407,T3246,PM4007,SH5009,CP6008
